Audio,English,Persian G Translate,Persian Bamooz,English Alternatives,German,German Alternatives,Level,Part of Speech,Picture,Plural and inflected forms,Sample sentence,Thing
{{5412 0 0.mp3}},August,اوت,اوت، ماه هشتم میلادی,,der August,,77,noun,{{5412 7 0.jpg}},die Auguste,Im August habe ich Geburtstag.,24506567
{{5413 0 0.mp3}},somewhat,قدری,تقریبی، تا حدودی,,einigermaßen,,111,adv,{{5413 7 0.jpg}},,Es geht mir wieder einigermaßen gut.,24568472
{{5414 0 0.mp3}},lately,در این اواخر,,,in letzter Zeit,,5,,{{5414 7 0.jpg}},,Es hat in letzter Zeit sehr viel geschneit.,23502950
{{5415 0 0.mp3}},to step,گام برداشتن,لگد زدن، لگد کردن,to kick,treten,,27,verb,{{5415 7 0.jpg}},tritt; trat; ist getreten,Der Redner tritt ans Mikrofon.,24017633
{{5416 0 0.mp3}},German,آلمانی,زبان آلمانی / آلمانی,,das Deutsch,,6,noun,{{5416 7 0.jpg}},no plural,Frederik hat in Deutsch eine Drei.,23503214
{{5417 0 0.mp3}},corner,گوشه,گوشه، نبش / منطقه، محله,the corner,die Ecke,Ecke,62,noun,{{5417 7 0.jpg}},die Ecken,Früher mussten unartige Schüler in der Ecke stehen.,24281360
{{5418 0 0.mp3}},successor,جانشین,جانشین,,der Nachfolger,,121,noun,{{5418 7 0.jpg}},die Nachfolger,Sein Nachfolger wird es nicht leicht haben.,24588493
{{5419 0 0.mp3}},police,پلیس,پلیس، اداره پلیس,,die Polizei,,35,noun,{{5419 7 0.jpg}},die Polizeien,Die Polizei erreicht den Unfallort zuerst.,24215253
{{5420 0 0.mp3}},"to shine, glow",به درخشش، درخشش,درخشیدن، روشن بودن,shine,leuchten,,76,verb,{{5420 7 0.jpg}},leuchtet; leuchtete; hat geleuchtet,In der Weihnachtszeit leuchten in den meisten Wohnzimmern Weihnachtsbäume.,24506044
{{5421 0 0.mp3}},to recommend,به توصیه,سفارش کردن، توصیه کردن,,empfehlen,,54,verb,{{5421 7 0.jpg}},empfiehlt; empfahl; hat empfohlen,Der Chefkoch empfiehlt heute die Fischsuppe.,24269731
{{5422 0 0.mp3}},difficult,دشوار,سخت، مشکل، پیچیده / بدقلق,,schwierig,,23,adj,{{5422 7 0.jpg}},,"Bowling ist schwieriger, als ich dachte.",23885312
{{5423 0 0.mp3}},to breathe,نفس کشیدن,نفس کشیدن، تنفس کردن,breathe,atmen,,105,verb,{{5423 7 0.jpg}},atmet; atmete; hat geatmet,Mein Nachbar in der Oper atmete sehr laut.,24553290
{{5424 0 0.mp3}},"contradiction, dissent",تناقض، مخالفت,مخالفت، اعتراض,,der Widerspruch,,110,noun,{{5424 7 0.jpg}},die Widersprüche,Ihre Meinung steht in klarem Widerspruch zu Ihren Ergebnissen.,24568142
{{5425 0 0.mp3}},to warn,برای هشدار دادن به,هشدار دادن، اخطار دادن,warn,warnen,,61,verb,{{5425 7 0.jpg}},warnt; warnte; hat gewarnt,Die Regierung warnt vor voreiligen Entschlüssen.,24280744
{{5426 0 0.mp3}},"command, order",باز شدن,دستور، فرمان، امر,,der Befehl,,130,noun,{{5426 7 0.jpg}},die Befehle,Auch einem Befehl kann man widersprechen.,24606743
{{5427 0 0.mp3}},to define,برای تعریف,تعریف کردن، مشخص کردن,define,definieren,,56,verb,{{5427 7 0.jpg}},definiert; definierte; hat definiert,Dieses Phänomen lässt sich nicht eindeutig definieren.,24278841
{{5428 0 0.mp3}},in the hand,در دست,,,in der Hand,,10,,{{5428 7 0.jpg}},,Plötzlich hatte der Einbrecher die Türklinke in der Hand.,23633880
{{5429 0 0.mp3}},"to add, submit",برای اضافه کردن، ارائه,وصل کردن، اضافه کردن / تطبیق داشتن، (sich fügen),,fügen,,80,verb,{{5429 7 0.jpg}},fügt; fügte; hat gefügt,Letztendlich muss sich jeder in sein Schicksal fügen.,24517952
{{5430 0 0.mp3}},sometimes,گاهی,گاهی، بعضی اوقات,,manchmal,,20,adv,{{5430 7 0.jpg}},,Bettina kocht manchmal Spaghetti für alle Kollegen.,23863556
{{5431 0 0.mp3}},"to establish, furnish",برای ایجاد، اثاثیه,چیدن، مرتب کردن، چیدن وسایل / هماهنگ کردن، ترتیبی دادن، انجام دادن / آماده کردن، حاضر شدن، (sich einrichten) / تاسیس کردن، افتتاح کردن، باز کردن,establish,einrichten,,47,verb,{{5431 7 0.jpg}},richtet ein; richtete ein; hat eingerichtet,Die Wohnung ist bis jetzt nur provisorisch eingerichtet.,24259654
{{5432 0 0.mp3}},"small, little",کوچک، کمی,کوچک، ناچیز / قدکوتاه,,klein,,6,adj,{{5432 7 0.jpg}},,Ein kleines Auto passt in jede Parklücke.,23503885
{{5433 0 0.mp3}},performance,کارایی,دستاورد، کارایی، عملکرد,,die Leistung,,29,noun,{{5433 7 0.jpg}},die Leistungen,Leistung muss belohnt werden.,24020367
{{5434 0 0.mp3}},at the end,در پایان,,,am Ende,,11,,{{5434 7 0.jpg}},,Am Ende kamen bei der Spendenaktion mehr als 5000 Euro zusammen.,23637736
{{5435 0 0.mp3}},"whereas, on the other hand",در حالی که، از سوی دیگر,در مقابل، اما,,hingegen,,58,adv,{{5435 7 0.jpg}},,"Er hat Interesse daran zu arbeiten, du hingegen bist faul.",24279596
{{5436 0 0.mp3}},theater,تئاتر,تئاتر,the theater,das Theater,Theater,35,noun,{{5436 7 0.jpg}},die Theater,Das Theater ist eines der schönsten Gebäude der Stadt.,24215280
{{5437 0 0.mp3}},"construction, building",ساخت و ساز، ساخت و ساز,ساخت,the construction,der Bau,Bau,63,noun,{{5437 7 0.jpg}},"die Baue, die Bauten",Der Bau der Autobahn verzögert sich um 3 Monate.,24383973
{{5438 0 0.mp3}},"fright, shock",ترس، شوک,ترس، وحشت، شوک,the fright,der Schreck,Schreck,116,noun,{{5438 7 0.jpg}},die Schrecke,Ach du Schreck!,24583681
{{5439 0 0.mp3}},nine,نه,نه، [عدد 9],,neun,,44,num,{{5439 7 0.jpg}},,Neun Planeten kreisen um die Sonne.,24235285
{{5440 0 0.mp3}},"to meet, come across",به ملاقات، در سراسر آمده,ملاقات کردن، دیدن,encounter,begegnen,,71,verb,{{5440 7 0.jpg}},begegnet; begegnete; ist begegnet,Auf der Fahrt in meine Heimatstadt begegneten mir viele alte Bekannte.,24476487
{{5441 0 0.mp3}},"chip, crisp",تراشه، ترد,تراشه، چیپ,,der Chip,,156,noun,{{5441 7 0.jpg}},die Chips,Wer hat die Tüte mit den Chips leergegessen?,24621836
{{5442 0 0.mp3}},cell,سلول,سلول / باجه تلفن / یاخته، سلول / پیل، سلول,,die Zelle,,43,noun,{{5442 7 0.jpg}},die Zellen,Menschliche Zellen bestehen zu einem Großteil aus Wasser.,24234999
{{5443 0 0.mp3}},"in the meantime, since then",در عین حال، از آن به بعد,در طول زمان، در این بین، در خلال,,mittlerweile,,46,adv,{{5443 7 0.jpg}},,Mittlerweile kann man auf Handys sogar Bilder und Videos empfangen.,24236251
{{5444 0 0.mp3}},"to deteriorate, expire",به خراب کردن، به پایان می رسد,خراب شدن، ویران شدن / تحلیل رفتن، رو به زوال گذاشتن / از اعتبار افتادن، اعتبار نداشتن، منقضی شدن,,verfallen,,154,verb,{{5444 7 0.jpg}},verfällt; verfiel; ist verfallen,Die Gültigkeit des Gutscheins verfällt nach einem halben Jahr.,24620854
{{5445 0 0.mp3}},deficit,کمبود,کسری، نقص، کمبود,,das Defizit,,123,noun,{{5445 7 0.jpg}},die Defizite,Die Firma beendete das Haushaltsjahr mit einem Defizit von 200 000 Euro.,24602676
{{5446 0 0.mp3}},"to convert, implement, move",برای تبدیل، پیاده سازی، حرکت,اجرایی‌کردن، عملی‌کردن,implement,umsetzen,,82,verb,{{5446 7 0.jpg}},setzt um; setzte um; hat umgesetzt,Die Idee wurde sofort in die Tat umgesetzt.,24518698
{{5447 0 0.mp3}},"favourable, good",مطلوب، خوب,ارزان (قیمت)، مطلوب، (با قیمت) مناسب,,günstig,,65,adj,{{5447 7 0.jpg}},,Wir haben ihr ein günstiges Angebot gemacht.,24470571
{{5448 0 0.mp3}},to call out/up,به تماس از / تا,خواندن، صدا کردن / فراخواندن، خواستن، درخواست کردن,,aufrufen,,143,verb,{{5448 7 0.jpg}},ruft auf; rief auf; hat aufgerufen,Die Lehrerin ruft einen Schüler auf.,24614852
{{5449 0 0.mp3}},origin,اصل و نسب,اصل، منشا، سرچشمه,,der Ursprung,,154,noun,{{5449 7 0.jpg}},die Ursprünge,Die Donau hat ihren Ursprung im Schwarzwald.,24620833
{{5450 0 0.mp3}},to laugh,خندیدن,خندیدن,laugh,lachen,,27,verb,{{5450 7 0.jpg}},lacht; lachte; hat gelacht,Lachen ist gesund.,24017876
{{5451 0 0.mp3}},district,ناحیه,منطقه، ناحیه، بخش,,der Bezirk,,138,noun,{{5451 7 0.jpg}},die Bezirke,Die ehemalige DDR war in Bezirke eingeteilt.,24612992
{{5452 0 0.mp3}},same,یکسان,,,selbe,"selber, selbe, selbes",122,pron,{{5452 7 0.jpg}},,Anja erledigt die Aufgaben noch am selben Tag.,24588626
{{5453 0 0.mp3}},(piece of) furniture,(قطعه ای از) مبلمان,مبلمان,,das Möbel,,136,noun,{{5453 7 0.jpg}},die Möbel,Wir kaufen uns neue Möbel.,24610081
{{5454 0 0.mp3}},"light, bright",نور، روشن,روشن، آفتابی / (رنگ) روشن,,hell,,63,adj,{{5454 7 0.jpg}},,Die Straßen sind hell erleuchtet.,24383146
{{5455 0 0.mp3}},protein,پروتئين,,,das Protein,,115,noun,{{5455 7 0.jpg}},die Proteine,"Zehn Prozent des Eiklars sind Proteine, der Rest ist Wasser.",24583609
{{5456 0 0.mp3}},suspicion,سوء ظن,گمان، سوظن,,der Verdacht,,82,noun,{{5456 7 0.jpg}},die Verdächte,"Der Mann steht unter Verdacht, eine Bank ausgeraubt zu haben.",24518762
{{5457 0 0.mp3}},philosophical,فلسفی,فلسفی، فیلسوفانه,,philosophisch,,147,adj,{{5457 7 0.jpg}},,Das ist ein sehr philosophisches Buch.,24617688
{{5458 0 0.mp3}},"opinion, statement",نظر، بیانیه,موضع‌گیری، بیانیه,,die Stellungnahme,,168,noun,{{5458 7 0.jpg}},die Stellungnahmen,Die Politiker gaben im Anschluss an ihre Unterredung eine Stellungnahme ab.,24624511
{{5459 0 0.mp3}},to pay,به پرداخت,پرداخت کردن، پرداختن، تسویه حساب کردن,,bezahlen,,34,verb,{{5459 7 0.jpg}},bezahlt; bezahlte; hat bezahlt,Kann ich mit Kreditkarte bezahlen?,24146710
{{5460 0 0.mp3}},in the morning,در صبح,صبح‌ها، در صبح,,morgens,,16,adv,{{5460 7 0.jpg}},,Morgens habe ich immer großen Hunger.,23721070
{{5461 0 0.mp3}},to tear,به اشک,پاره کردن,,zerreißen,,160,verb,{{5461 7 0.jpg}},zerreißt; zerriss; ist zerrissen,Eric hat sich seine Jacke beim Klettern zerrissen.,24622598
{{5462 0 0.mp3}},quite a few,کاملا چند,,,etliche,,104,pron,{{5462 7 0.jpg}},,Der Zug kam etliche Minuten zu spät im Bahnhof an.,24552919
{{5463 0 0.mp3}},"narration, story",روایت، داستان,داستان، قصه,,die Erzählung,,101,noun,{{5463 7 0.jpg}},die Erzählungen,Hermann Hesse hat viele Erzählungen geschrieben.,24551998
{{5464 0 0.mp3}},"strong, sturdy",قوی، محکم,شدید، شدیدا / قوی، نیرومند، محکم,,kräftig,,74,adj,{{5464 7 0.jpg}},,Der Euro verzeichnet seit zwei Monaten ein kräftiges Wachstum.,24504558
{{5465 0 0.mp3}},to inform,خبر دادن,اطلاع کسب کردن، اطلاع جمع کردن / اطلاع دادن، مطلع کردن، (informieren),inform,informieren,,53,verb,{{5465 7 0.jpg}},informiert; informierte; hat informiert,Die Tagesschau informiert über die aktuellen Geschehnisse.,24265117
{{5466 0 0.mp3}},semester,نیمسال,نیم‌سال، ترم,the semester,das Semester,Semester,60,noun,{{5466 7 0.jpg}},die Semester,Das Semester beginnt im Oktober und endet im März.,24280713
{{5467 0 0.mp3}},"to experience, find out",به تجربه، پیدا کردن,مطلع شدن، فهمیدن، شنیدن / تجربه کردن / باتجربه، خبره,experience,erfahren,,29,verb,{{5467 7 0.jpg}},erfährt; erfuhr; hat erfahren,Er erfuhr davon aus dem Fernsehen.,24019516
{{5468 0 0.mp3}},please,لطفا,لطفا / ببخشید / خواهش می‌کنم (در جواب تشکر) / باشه / درخواست، خواهش,,bitte,,27,adv,{{5468 7 0.jpg}},,Schau mich bitte nicht so an!,24017654
{{5469 0 0.mp3}},(of) Berlin,(از) برلین,برلینی، اهل برلین,,Berliner,,43,adj,{{5469 7 0.jpg}},,Der Berliner Fernsehturm ist 365m hoch.,24235018
{{5470 0 0.mp3}},suspicious,مشکوک,مشکوک,,verdächtig,,122,adj,{{5470 7 0.jpg}},,"Wenn die beiden sich treffen, ist das verdächtig.",24588759
{{5471 0 0.mp3}},"present-day, today's",امروزی، امروز,امروزی، [مرتبط با امروز],,heutig,,42,adj,{{5471 7 0.jpg}},,Die heutige Situation ist völlig anders als die damalige.,24223663
{{5472 0 0.mp3}},recently,به تازگی,به تازگی، اخیرا,,kürzlich,,112,adv,{{5472 7 0.jpg}},,Der Film kam erst kürzlich wieder im Fernsehen.,24568730
{{5473 0 0.mp3}},"on the other hand, side",از سوی دیگر، سمت,,,auf der anderen Seite,,12,,{{5473 7 0.jpg}},,"Auf den anderen Seite muss man auch bedenken, dass die Zeit schon knapp ist.",23638175
{{5474 0 0.mp3}},"landscape, countryside",چشم انداز، حومه,چشم انداز، منظره,,die Landschaft,,64,noun,{{5474 7 0.jpg}},die Landschaften,Chile hat wunderschöne Landschaften.,24386347
{{5475 0 0.mp3}},"genuine, real",واقعی، واقعی,واقعی، اصلی، خالص / واقعا,,echt,,43,adj,{{5475 7 0.jpg}},,Die Arbeit ist eine echte Herausforderung.,24235142
{{5476 0 0.mp3}},brain,مغز,مغز,the brain,das Gehirn,Gehirn,84,noun,{{5476 7 0.jpg}},die Gehirne,Das Gehirn des Menschen besteht aus zwei Hälften.,24519153
{{5477 0 0.mp3}},desire,میل,علاقه، حوصله، میل,pleasure,die Lust,Lust,64,noun,{{5477 7 0.jpg}},die Lüste,Ich habe Lust auf ein Bier.,24384332
{{5478 0 0.mp3}},"to last, take",به گذشته، را,طول کشیدن، وقت گرفتن,last,dauern,,34,verb,{{5478 7 0.jpg}},dauert; dauerte; hat gedauert,Die Vorstellung dauert zwei Stunden.,24146767
{{5479 0 0.mp3}},"to go to ruins, to form the basis",برای رفتن به خرابه، به شکل پایه,,,zugrunde gehen,,96,,{{5479 7 0.jpg}},,"Wenn wir nicht aufpassen, geht alles zugrunde.",24546303
{{5480 0 0.mp3}},disposal,دسترس,اختیار / دستور، حکم,,die Verfügung,,33,noun,{{5480 7 0.jpg}},die Verfügungen,Das Gericht hob die einstweilige Verfügung gegen die Veranstalter der Demonstration auf.,24146612
{{5481 0 0.mp3}},"pace, speed",سرعت، سرعت,سرعت,,das Tempo,,154,noun,{{5481 7 0.jpg}},die Tempos,Bei Nebel und Nässe sollte das Tempo beim Autofahren reduziert werden.,24620723
{{5482 0 0.mp3}},financial,مالی,مالی، اقتصادی,,finanziell,,43,adj,{{5482 7 0.jpg}},,Finanziell gesehen geht es dem Unternehmen gut.,24234941
{{5483 0 0.mp3}},buyer,خریدار,خریدار,the buyer,der Käufer,Käufer,79,noun,{{5483 7 0.jpg}},die Käufer,"Der Käufer hat das Recht, die Ware innerhalb von 14 Tagen umzutauschen.",24508458
{{5484 0 0.mp3}},"1) sound, tone; 2) clay",1) صدا، لحن؛ 2) خاک رس,گل رس، خاک رس / آهنگ، صوت، صدا,,der Ton,,63,noun,{{5484 7 0.jpg}},die Töne,Meine Gitarre macht komische Töne.,24383316
{{5485 0 0.mp3}},parking place,محل پارکینگ,پارکینگ، توفقگاه خودرو، جای پارک,,der Parkplatz,,158,noun,{{5485 7 0.jpg}},die Parkplätze,"Ich finde keinen Parkplatz, ich komm zu spät zu dir, mein Schatz.",24622210
{{5486 0 0.mp3}},to register,برای ثبت نام,ثبت کردن,,registrieren,,109,verb,{{5486 7 0.jpg}},registriert; registrierte; hat registriert,Alle Besucher werden elektronisch registriert.,24566971
{{5487 0 0.mp3}},thousand,هزار,هزار، [عدد 1000],1000,tausend,1000,71,num,{{5487 7 0.jpg}},,Ungefähr tausend Bürger nahmen an der Demonstration teil.,24476420
{{5488 0 0.mp3}},"to load, burden",به بار، بار,بار کردن، فشار آوردن / آلوده کردن / کسر کردن / متهم کردن، اتهام وارد کردن,burden,belasten,,74,verb,{{5488 7 0.jpg}},belastet; belastete; hat belastet,Diese Vorwürfe belasten mich schwer.,24504229
{{5489 0 0.mp3}},endless,بی پایان,بی‌پایان، بی‌نهایت,,unendlich,,107,adj,{{5489 7 0.jpg}},,Das Weltall ist unendlich.,24553871
{{5490 0 0.mp3}},"to find out, investigate",برای پیدا کردن، بررسی,پیدا کردن، تشخیص دادن / تعیین کردن,investigate,ermitteln,,66,verb,{{5490 7 0.jpg}},ermittelt; ermittelte; hat ermittelt,Die Polizei ermittelt bereits in diesem Fall.,24472263
{{5491 0 0.mp3}},characteristic,مشخصه,ویژه، خاص، مخصوص,,charakteristisch,,139,adj,{{5491 7 0.jpg}},,Das momentane Wetter ist charakteristisch für diese Region.,24613029
{{5492 0 0.mp3}},to document,به سند,مستند کردن / بیان کردن، ابراز کردن / بیان شدن، ابراز شدن، (sich dokumentieren),,dokumentieren,,145,verb,{{5492 7 0.jpg}},dokumentiert; dokumentierte; hat dokumentiert,"Es ist wichtig, jeden Arbeitsschritt zu dokumentieren.",24616307
{{5493 0 0.mp3}},"illness, disease",بیماری، بیماری,مریضی، ناخوشی,,die Krankheit,,41,noun,{{5493 7 0.jpg}},die Krankheiten,Vielen Krankheiten kann man mit Penicillin begegnen.,24222664
{{5494 0 0.mp3}},"to be allowed to, may",اجازه داده شود به، ممکن است,اجازه داشتن / توانستن,be allowed to,dürfen,,8,verb,{{5494 7 0.jpg}},darf; durfte; hat gedurft,Darf ich noch ein Eis essen?,23505414
{{5495 0 0.mp3}},summer,تابستان,تابستان,the summer,der Sommer,Sommer,34,noun,{{5495 7 0.jpg}},die Sommer,Im Sommer habe ich Geburtstag.,24214726
{{5496 0 0.mp3}},official,رسمی,رسمی,,offiziell,,55,adj,{{5496 7 0.jpg}},,Sie erhielt ein offizielles Schreiben.,24278406
{{5497 0 0.mp3}},to build up,برای ساخت,ساختن، سرهم کردن,,aufbauen,,39,verb,{{5497 7 0.jpg}},baut auf; baute auf; hat aufgebaut,Die Bürger bauen die Kirche nach der Zerstörung wieder auf.,24221458
{{5498 0 0.mp3}},"to form, educate",به فرم، آموزش,ساختن، شکل دادن,form,bilden,,19,verb,{{5498 7 0.jpg}},bildet; bildete; hat gebildet,Den Höhepunkt des Festes bildet das abendliche Feuerwerk.,23863046
{{5499 0 0.mp3}},friend,دوست,دوست / دوست‌پسر,,der Freund,,17,noun,{{5499 7 0.jpg}},die Freunde,Franziska wohnt mit ihrem Freund zusammen.,23722188
{{5500 0 0.mp3}},alternative,جایگزین,جایگزین,,alternativ,,143,adj,{{5500 7 0.jpg}},,Mehr und mehr Menschen informieren sich über alternative Heilmethoden.,24614731
{{5501 0 0.mp3}},"hut, cabin",کلبه، کابین,کلبه,,die Hütte,,106,noun,{{5501 7 0.jpg}},die Hütten,Sie haben eine kleine Hütte im Thüringer Wald.,24553404
{{5502 0 0.mp3}},parking place,محل پارکینگ,پارکینگ، توفقگاه خودرو، جای پارک,,der Parkplatz,,158,noun,{{5502 7 0.jpg}},die Parkplätze,"Ich finde keinen Parkplatz, ich komm zu spät zu dir, mein Schatz.",24622210
{{5503 0 0.mp3}},to throw,به پرتاب,پرتاب کردن، انداختن / زاییدن، به دنیا آوردن / خود را پرت کردن، انداختن، افتادن، (sich werfen) / تاب برداشتن، (sich werfen) / آوردن,,werfen,,32,verb,{{5503 7 0.jpg}},wirft; warf; hat geworfen,Rüben wirft Sophie den Ball an den Kopf.,24129874
